seqnames	start	end	width	strand	gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	control_mean_psi	tdp43kd_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	lsv_junc	ir_start	ir_end	paste_into_igv_junction	junc_dist	strand_start	transcript_id_start	exon_name_start	exon_rank_start	gene_id_start	strand_end	transcript_id_end	exon_name_end	exon_rank_end	gene_id_end	gene_id_junc	junc_in_ref	junc_cat
chr6	135431314	135438375	7062	-	AHI1	ENSG00000135541.22	ENSG00000135541.22:t:135431208-135431314	0.1014	0.5106	0.06858	0.0366	0.1403	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000135541.22:t:135431208-135431314_135431314-135438375	NA	NA	chr6:135431314-135438375	7061	-	ENST00000679711.1|ENST00000680826.1|ENST00000681332.1|ENST00000681365.1|ENST00000681522.1|ENST00000680965.1|ENST00000681841.1|ENST00000681022.1|ENST00000265602.11|ENST00000367800.8|ENST00000679668.1|ENST00000681828.1|ENST00000679672.1|ENST00000681718.1|ENST00000680840.1|ENST00000680561.1|ENST00000679925.1|ENST00000457866.6|ENST00000679742.1|ENST00000680119.1|ENST00000681860.1|ENST00000679890.1|ENST00000679589.1|ENST00000681340.1|ENST00000679434.1|ENST00000475846.6|ENST00000679943.1|ENST00000681057.1|ENST00000679450.1|ENST00000681301.1|ENST00000681488.1|ENST00000681756.1|ENST00000681670.1|ENST00000679622.1|ENST00000367799.7|ENST00000680656.1|ENST00000680278.1|ENST00000680184.1|ENST00000531788.5|ENST00000681945.1|ENST00000327035.10|ENST00000681477.1	ENSE00003573812.1|ENSE00003598761.1	4|15|14|16|18|17|11|8|13|9	ENSG00000135541.22	-	ENST00000679711.1|ENST00000680826.1|ENST00000681332.1|ENST00000681365.1|ENST00000681522.1|ENST00000680965.1|ENST00000681841.1|ENST00000681022.1|ENST00000265602.11|ENST00000367800.8|ENST00000679668.1|ENST00000681828.1|ENST00000679672.1|ENST00000681718.1|ENST00000680840.1|ENST00000680561.1|ENST00000679925.1|ENST00000457866.6|ENST00000679742.1|ENST00000680119.1|ENST00000681860.1|ENST00000679890.1|ENST00000679589.1|ENST00000681340.1|ENST00000679434.1|ENST00000475846.6|ENST00000679943.1|ENST00000681057.1|ENST00000679450.1|ENST00000681301.1|ENST00000681488.1|ENST00000681756.1|ENST00000681670.1|ENST00000679622.1|ENST00000367799.7|ENST00000680656.1|ENST00000680278.1|ENST00000680184.1|ENST00000531788.5|ENST00000681945.1|ENST00000327035.10|ENST00000681477.1	ENSE00003611686.1|ENSE00003529906.1	2|13|12|14|16|15|9|6|11|7	ENSG00000135541.22	ENSG00000135541.22	TRUE	annotated
chr10	68459235	68468123	8889	-	DNA2	ENSG00000138346.15	ENSG00000138346.15:s:68468123-68468306	0.1496	0.8398	0.007962	0.0238	0.1849	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000138346.15:s:68468123-68468306_68459235-68468123	NA	NA	chr10:68459235-68468123	8888	-	ENST00000551118.6|ENST00000358410.8|ENST00000399179.6|ENST00000399180.3	ENSE00001771913.1	5|6	ENSG00000138346.15	-	ENST00000551118.6|ENST00000358410.8|ENST00000399179.6|ENST00000399180.3	ENSE00001729648.1	3|4	ENSG00000138346.15	ENSG00000138346.15	FALSE	novel_exon_skip
chr10	68459235	68468123	8889	-	DNA2	ENSG00000138346.15	ENSG00000138346.15:t:68459104-68459235	0.1336	0.7304	0.02275	0.034	0.1792	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000138346.15:t:68459104-68459235_68459235-68468123	NA	NA	chr10:68459235-68468123	8888	-	ENST00000551118.6|ENST00000358410.8|ENST00000399179.6|ENST00000399180.3	ENSE00001771913.1	5|6	ENSG00000138346.15	-	ENST00000551118.6|ENST00000358410.8|ENST00000399179.6|ENST00000399180.3	ENSE00001729648.1	3|4	ENSG00000138346.15	ENSG00000138346.15	FALSE	novel_exon_skip
chr12	43836196	43836744	549	+	TMEM117	ENSG00000139173.10	ENSG00000139173.10:s:43835967-43836196	0.254	0.9998	4.284e-09	0.003	0.2781	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000139173.10:s:43835967-43836196_43836196-43836744	NA	NA	chr12:43836196-43836744	548	+	ENST00000546387.1|ENST00000266534.8|ENST00000551577.5|ENST00000546868.5	ENSE00002395608.1|ENSE00002338108.2|ENSE00002402202.1|ENSE00001267060.4	1	ENSG00000139173.10						ENSG00000139173.10	FALSE	novel_acceptor
chr12	43836901	43844624	7724	+	TMEM117	ENSG00000139173.10	ENSG00000139173.10:t:43844624-43844984	0.3889	1	2.688e-18	0.003	0.4126	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000139173.10:t:43844624-43844984_43836901-43844624	NA	NA	chr12:43836901-43844624	7723						+	ENST00000546387.1|ENST00000266534.8|ENST00000551577.5|ENST00000546868.5	ENSE00002332407.1|ENSE00001267075.1	2	ENSG00000139173.10	ENSG00000139173.10	FALSE	novel_donor
chr15	88899532	88905757	6226	-	MFGE8	ENSG00000140545.16	ENSG00000140545.16:s:88905757-88905901	0.2091	1	2.775e-20	0.0018	0.2321	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1|i	8	7	1	ENSG00000140545.16:s:88905757-88905901_88899532-88905757	NA	NA	chr15:88899532-88905757	6225	-	ENST00000268150.13|ENST00000558018.5|ENST00000695566.1|ENST00000558029.6|ENST00000268151.11|ENST00000566497.5|ENST00000695774.1|ENST00000560937.1|ENST00000542878.5	ENSE00002571753.2|ENSE00003964322.1|ENSE00003964204.1|ENSE00002564414.1|ENSE00002597027.1|ENSE00003964995.1|ENSE00002573623.1|ENSE00002303206.1	8|9|7|3	ENSG00000140545.16	-	ENST00000268150.13|ENST00000558018.5|ENST00000695566.1|ENST00000558029.6|ENST00000268151.11|ENST00000566497.5|ENST00000695774.1|ENST00000542878.5|ENST00000613965.1|ENST00000695567.1|ENST00000695568.1	ENSE00003618632.1|ENSE00003964319.1	5|6|4|2	ENSG00000140545.16	ENSG00000140545.16	FALSE	novel_exon_skip
chr15	88899532	88905757	6226	-	MFGE8	ENSG00000140545.16	ENSG00000140545.16:t:88899298-88899532	0.2545	1	2.616e-20	0.002	0.2728	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1	ENSG00000140545.16:t:88899298-88899532_88899532-88905757	NA	NA	chr15:88899532-88905757	6225	-	ENST00000268150.13|ENST00000558018.5|ENST00000695566.1|ENST00000558029.6|ENST00000268151.11|ENST00000566497.5|ENST00000695774.1|ENST00000560937.1|ENST00000542878.5	ENSE00002571753.2|ENSE00003964322.1|ENSE00003964204.1|ENSE00002564414.1|ENSE00002597027.1|ENSE00003964995.1|ENSE00002573623.1|ENSE00002303206.1	8|9|7|3	ENSG00000140545.16	-	ENST00000268150.13|ENST00000558018.5|ENST00000695566.1|ENST00000558029.6|ENST00000268151.11|ENST00000566497.5|ENST00000695774.1|ENST00000542878.5|ENST00000613965.1|ENST00000695567.1|ENST00000695568.1	ENSE00003618632.1|ENSE00003964319.1	5|6|4|2	ENSG00000140545.16	ENSG00000140545.16	FALSE	novel_exon_skip
chr16	50608360	50620845	12486	+	NKD1	ENSG00000140807.7	ENSG00000140807.7:s:50608294-50608360	0.2672	0.9941	3.685e-05	0.0032	0.2943	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1	ENSG00000140807.7:s:50608294-50608360_50608360-50620845	NA	NA	chr16:50608360-50620845	12485	+	ENST00000564336.1|ENST00000268459.6	ENSE00003504389.1|ENSE00003500109.1	4	ENSG00000140807.7						ENSG00000140807.7	FALSE	novel_acceptor
chr16	50621709	50625224	3516	+	NKD1	ENSG00000140807.7	ENSG00000140807.7:s:50621602-50621708	0.2934	0.9953	2.915e-05	0.0047	0.3288	s|1e1.1o1|i	2	2	1	ENSG00000140807.7:s:50621602-50621708_50621709-50625224	NA	NA	chr16:50621709-50625224	3515												FALSE	none
chr16	50620949	50621602	654	+	NKD1	ENSG00000140807.7	ENSG00000140807.7:t:50621602-50621708	0.4075	1	7.624e-12	0.0047	0.4285	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000140807.7:t:50621602-50621708_50620949-50621602	NA	NA	chr16:50620949-50621602	653						+	ENST00000268459.6	ENSE00000945132.1	5	ENSG00000140807.7	ENSG00000140807.7	FALSE	novel_donor
chr1	8553542	8556475	2934	-	RERE	ENSG00000142599.20	ENSG00000142599.20:s:8556475-8556571	0.1652	0.9935	1.405e-11	0.0022	0.1878	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000142599.20:s:8556475-8556571_8553542-8556475	NA	NA	chr1:8553542-8556475	2933						-	ENST00000337907.7|ENST00000400908.7|ENST00000400907.6|ENST00000656437.1|ENST00000659924.1|ENST00000480342.5|ENST00000469251.1	ENSE00003594807.1|ENSE00003472680.1	7|6|5|3	ENSG00000142599.20	ENSG00000142599.20	FALSE	novel_acceptor
chr1	8541318	8551208	9891	-	RERE	ENSG00000142599.20	ENSG00000142599.20:t:8541214-8541318	0.2961	1	2.469e-20	0.0205	0.317	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000142599.20:t:8541214-8541318_8541318-8551208	NA	NA	chr1:8541318-8551208	9890	-	ENST00000337907.7|ENST00000400908.7|ENST00000400907.6|ENST00000656437.1|ENST00000659924.1|ENST00000480342.5|ENST00000469251.1	ENSE00003539169.1|ENSE00003512879.1|ENSE00001922235.1	8|7|6|4	ENSG00000142599.20						ENSG00000142599.20	FALSE	novel_donor
chr1	21835357	21835408	52	-	HSPG2	ENSG00000142798.20	ENSG00000142798.20:s:21835409-21835637	0.1405	0.883	1.942e-11	0.0195	0.1598	s|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000142798.20:s:21835409-21835637_21835357-21835408	NA	NA	chr1:21835357-21835408	51												FALSE	none
chr1	21834946	21835127	182	-	HSPG2	ENSG00000142798.20	ENSG00000142798.20:t:21834679-21834945	0.1468	0.938	1.051e-12	0.0194	0.1653	t|1e1.1o1|1e2.1o2|1e2.2o2|i	4	3	0	ENSG00000142798.20:t:21834679-21834945_21834946-21835127	NA	NA	chr1:21834946-21835127	181												FALSE	none
chr13	75804541	75809154	4614	+	LMO7	ENSG00000136153.20	ENSG00000136153.20:s:75804320-75804541	0.1199	0.7022	3.009e-15	0.0185	0.1474	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	5	5	0	ENSG00000136153.20:s:75804320-75804541_75804541-75809154	NA	NA	chr13:75804541-75809154	4613	+	ENST00000357063.7|ENST00000341547.8|ENST00000377499.9|ENST00000377534.8|ENST00000605961.2|ENST00000321797.12|ENST00000526202.5|ENST00000465261.6|ENST00000497947.6|ENST00000526371.1|ENST00000526528.1|ENST00000489941.6|ENST00000525373.5|ENST00000447038.5	ENSE00003528336.1|ENSE00003969504.1|ENSE00002185134.1|ENSE00002201895.1|ENSE00002169655.1|ENSE00002163781.1|ENSE00001607562.1	9|8|6|5|1	ENSG00000136153.20	+	ENST00000357063.7|ENST00000341547.8|ENST00000377499.9|ENST00000377534.8|ENST00000605961.2|ENST00000321797.12|ENST00000465261.6|ENST00000497947.6|ENST00000489941.6|ENST00000447038.5	ENSE00001151330.1	12|10|9|11|8|6|2|3	ENSG00000136153.20	ENSG00000136153.20	TRUE	annotated
chr13	75761038	75795401	34364	+	LMO7	ENSG00000136153.20	ENSG00000136153.20:t:75795401-75795431	0.154	0.9216	1.751e-05	0.0407	0.19	t|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000136153.20:t:75795401-75795431_75761038-75795401	75789088	75795400	chr13:75761038-75795401	34363	+	ENST00000563635.5|ENST00000357063.7|ENST00000341547.8|ENST00000533305.5|ENST00000377499.9|ENST00000377534.8|ENST00000534657.5|ENST00000605961.2|ENST00000321797.12|ENST00000465309.6|ENST00000526202.5|ENST00000465261.6	ENSE00003521160.1|ENSE00003520161.1|ENSE00003554214.1|ENSE00002211368.1	11|5|4|2|1	ENSG00000261553.5|ENSG00000136153.20	+	ENST00000563635.5|ENST00000357063.7|ENST00000341547.8|ENST00000533305.5|ENST00000377499.9|ENST00000377534.8|ENST00000534657.5|ENST00000605961.2|ENST00000321797.12|ENST00000465309.6|ENST00000526202.5|ENST00000465261.6|ENST00000497947.6	ENSE00003599174.1|ENSE00003481492.1|ENSE00003685948.1	12|6|5|3|2	ENSG00000261553.5|ENSG00000136153.20	ENSG00000261553.5|ENSG00000136153.20	TRUE	annotated
chr13	75804541	75809154	4614	+	LMO7	ENSG00000136153.20	ENSG00000136153.20:t:75809154-75809183	0.2407	1	2.672e-20	0.0361	0.259	t|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000136153.20:t:75809154-75809183_75804541-75809154	75808200	75809153	chr13:75804541-75809154	4613	+	ENST00000357063.7|ENST00000341547.8|ENST00000377499.9|ENST00000377534.8|ENST00000605961.2|ENST00000321797.12|ENST00000526202.5|ENST00000465261.6|ENST00000497947.6|ENST00000526371.1|ENST00000526528.1|ENST00000489941.6|ENST00000525373.5|ENST00000447038.5	ENSE00003528336.1|ENSE00003969504.1|ENSE00002185134.1|ENSE00002201895.1|ENSE00002169655.1|ENSE00002163781.1|ENSE00001607562.1	9|8|6|5|1	ENSG00000136153.20	+	ENST00000357063.7|ENST00000341547.8|ENST00000377499.9|ENST00000377534.8|ENST00000605961.2|ENST00000321797.12|ENST00000465261.6|ENST00000497947.6|ENST00000489941.6|ENST00000447038.5	ENSE00001151330.1	12|10|9|11|8|6|2|3	ENSG00000136153.20	ENSG00000136153.20	TRUE	annotated
chr10	70672884	70702312	29429	+	ADAMTS14	ENSG00000138316.11	ENSG00000138316.11:t:70702312-70702468	0.1074	0.5704	0.05551	0.0382	0.1596	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000138316.11:t:70702312-70702468_70672884-70702312	NA	NA	chr10:70672884-70702312	29428	+	ENST00000373207.2|ENST00000373208.5	ENSE00003844968.1|ENSE00001459772.1	1	ENSG00000138316.11	+	ENST00000373207.2|ENST00000373208.5	ENSE00001101085.1	3	ENSG00000138316.11	ENSG00000138316.11	FALSE	novel_exon_skip
chr1	33081508	33092050	10543	+	AZIN2	ENSG00000142920.17	ENSG00000142920.17:s:33081363-33081508	0.1193	0.6374	0.03849	0.0337	0.1657	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.2o2	5	6	0	ENSG00000142920.17:s:33081363-33081508_33081508-33092050	NA	NA	chr1:33081508-33092050	10542	+	ENST00000478635.5|ENST00000481886.5|ENST00000475935.5|ENST00000294517.11|ENST00000462920.5|ENST00000471119.5|ENST00000495135.5|ENST00000477570.5|ENST00000483027.5|ENST00000492420.5|ENST00000373443.7|ENST00000497710.5|ENST00000473089.5|ENST00000652171.1	ENSE00001415534.1|ENSE00001932571.1|ENSE00001049722.2|ENSE00001922121.1|ENSE00001866677.1|ENSE00003850357.1	2|1	ENSG00000142920.17	+	ENST00000478635.5|ENST00000481886.5|ENST00000475935.5|ENST00000294517.11|ENST00000462920.5|ENST00000471119.5|ENST00000477570.5|ENST00000483027.5|ENST00000492420.5|ENST00000373443.7|ENST00000497710.5|ENST00000652171.1|ENST00000484656.5|ENST00000373441.1|ENST00000478204.5	ENSE00003605166.1|ENSE00003470955.1|ENSE00001920676.1|ENSE00001934362.1	4|3|5|6|2	ENSG00000142920.17	ENSG00000142920.17	TRUE	annotated
chr1	33081508	33092050	10543	+	AZIN2	ENSG00000142920.17	ENSG00000142920.17:t:33092050-33092222	0.1229	0.654	0.0369	0.0402	0.1852	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0	ENSG00000142920.17:t:33092050-33092222_33081508-33092050	NA	NA	chr1:33081508-33092050	10542	+	ENST00000478635.5|ENST00000481886.5|ENST00000475935.5|ENST00000294517.11|ENST00000462920.5|ENST00000471119.5|ENST00000495135.5|ENST00000477570.5|ENST00000483027.5|ENST00000492420.5|ENST00000373443.7|ENST00000497710.5|ENST00000473089.5|ENST00000652171.1	ENSE00001415534.1|ENSE00001932571.1|ENSE00001049722.2|ENSE00001922121.1|ENSE00001866677.1|ENSE00003850357.1	2|1	ENSG00000142920.17	+	ENST00000478635.5|ENST00000481886.5|ENST00000475935.5|ENST00000294517.11|ENST00000462920.5|ENST00000471119.5|ENST00000477570.5|ENST00000483027.5|ENST00000492420.5|ENST00000373443.7|ENST00000497710.5|ENST00000652171.1|ENST00000484656.5|ENST00000373441.1|ENST00000478204.5	ENSE00003605166.1|ENSE00003470955.1|ENSE00001920676.1|ENSE00001934362.1	4|3|5|6|2	ENSG00000142920.17	ENSG00000142920.17	TRUE	annotated
chr3	111954029	111958275	4247	+	PHLDB2	ENSG00000144824.21	ENSG00000144824.21:s:111953772-111954029	0.2044	0.9333	0.001855	0.019	0.2518	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|i	5	4	0	ENSG00000144824.21:s:111953772-111954029_111954029-111958275	NA	NA	chr3:111954029-111958275	4246	+	ENST00000393923.7|ENST00000412622.5|ENST00000431670.7|ENST00000498699.5|ENST00000393925.7|ENST00000481953.5|ENST00000495180.1|ENST00000638331.1|ENST00000478584.5|ENST00000460365.1|ENST00000640905.1	ENSE00002207614.1|ENSE00001927070.1|ENSE00001895327.1	12|11|10|9|3|1	ENSG00000144824.21	+	ENST00000638331.1|ENST00000640905.1|ENST00000640181.1	ENSE00003810733.1|ENSE00003809724.1	4|3|2	ENSG00000144824.21	ENSG00000144824.21	TRUE	annotated
chr9	137576402	137578625	2224	-	DPH7	ENSG00000148399.13	ENSG00000148399.13:t:137576309-137576402	0.1361	0.685	0.02934	0.018	0.1763	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	0	ENSG00000148399.13:t:137576309-137576402_137576402-137578625	NA	NA	chr9:137576402-137578625	2223	-	ENST00000475100.5|ENST00000472113.5|ENST00000470855.5|ENST00000481839.5|ENST00000460572.1	ENSE00001832704.1	2|3	ENSG00000148399.13	-	ENST00000277540.7|ENST00000479650.5|ENST00000475100.5|ENST00000472113.5|ENST00000467768.5|ENST00000476303.1|ENST00000460572.1|ENST00000491359.1	ENSE00001314922.2|ENSE00001857983.1|ENSE00001843176.1|ENSE00001940786.1|ENSE00001870656.1|ENSE00001908111.1|ENSE00001871499.1	1	ENSG00000148399.13	ENSG00000148399.13	TRUE	annotated
chr10	126319273	126330412	11140	-	ADAM12	ENSG00000148848.15	ENSG00000148848.15:s:126330412-126330509	0.3445	1	9.716e-18	0.0029	0.3673	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000148848.15:s:126330412-126330509_126319273-126330412	NA	NA	chr10:126319273-126330412	11139						-	ENST00000368679.8|ENST00000448723.2|ENST00000368676.8	ENSE00001191046.1	2	ENSG00000148848.15	ENSG00000148848.15	FALSE	novel_acceptor
chr10	126278988	126319210	40223	-	ADAM12	ENSG00000148848.15	ENSG00000148848.15:t:126278915-126278988	0.134	0.7858	0.007395	0.0029	0.1585	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000148848.15:t:126278915-126278988_126278988-126319210	NA	NA	chr10:126278988-126319210	40222	-	ENST00000368679.8|ENST00000448723.2|ENST00000368676.8	ENSE00001016209.1	3	ENSG00000148848.15						ENSG00000148848.15	FALSE	novel_donor
chr11	113235164	113246368	11205	+	NCAM1	ENSG00000149294.17	ENSG00000149294.17:s:113235033-113235164	0.1537	0.9989	3.387e-10	0.036	0.1701	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|i	5	4	0	ENSG00000149294.17:s:113235033-113235164_113235164-113246368	NA	NA	chr11:113235164-113246368	11204	+	ENST00000621518.4|ENST00000615112.4|ENST00000615285.4|ENST00000618266.4|ENST00000619839.4|ENST00000401611.6|ENST00000621128.4|ENST00000316851.12|ENST00000531044.5|ENST00000621850.4|ENST00000611284.4|ENST00000530543.5|ENST00000526322.5|ENST00000531817.5|ENST00000533073.5|ENST00000528590.5|ENST00000525355.5	ENSE00003691564.1|ENSE00003502634.1	14|15|16|13|4|3|2	ENSG00000149294.17	+	ENST00000619839.4|ENST00000621128.4|ENST00000316851.12|ENST00000531044.5|ENST00000621850.4|ENST00000611284.4|ENST00000531817.5|ENST00000528590.5|ENST00000525691.5	ENSE00003726501.1|ENSE00003733118.1	16|14|15|17|8|5|2	ENSG00000149294.17	ENSG00000149294.17	TRUE	annotated
chr11	85354874	85379139	24266	-	DLG2	ENSG00000150672.19	ENSG00000150672.19:s:85379139-na	0.1275	0.7606	0.001932	0.0017	0.1501	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000150672.19:s:85379139-na_85354874-85379139	NA	NA	chr11:85354874-85379139	24265												FALSE	none
chr11	83472777	83484129	11353	-	DLG2	ENSG00000150672.19	ENSG00000150672.19:t:83472727-83472777	0.1212	0.6785	0.02634	0.0257	0.1613	t|1e2.1o1|1e3.1o1|1e4.1o1|2e1.1o1	4	5	0	ENSG00000150672.19:t:83472727-83472777_83472777-83484129	NA	NA	chr11:83472777-83484129	11352	-	ENST00000280241.12|ENST00000398309.6|ENST00000706233.1|ENST00000706266.1|ENST00000376104.7|ENST00000426717.6|ENST00000706204.1|ENST00000648622.1|ENST00000650630.1|ENST00000418306.6|ENST00000706243.1|ENST00000404783.7|ENST00000706226.1|ENST00000706267.1|ENST00000527466.2|ENST00000330014.11|ENST00000527088.2|ENST00000524982.5|ENST00000532653.5|ENST00000531015.5|ENST00000420775.6	ENSE00001775400.1	17|18|21|23|6|16|15|7|22|19	ENSG00000150672.19	-	ENST00000280241.12|ENST00000398309.6|ENST00000376104.7|ENST00000706204.1|ENST00000648622.1|ENST00000650630.1|ENST00000531015.5|ENST00000457267.5|ENST00000420775.6	ENSE00001157190.1|ENSE00001720019.1	16|17|22|15|1|5	ENSG00000150672.19	ENSG00000150672.19	TRUE	annotated
chr11	83483298	83484129	832	-	DLG2	ENSG00000150672.19	ENSG00000150672.19:t:83483253-83483298	0.1411	0.8025	0.00854	0.0242	0.1696	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000150672.19:t:83483253-83483298_83483298-83484129	NA	NA	chr11:83483298-83484129	831	-	ENST00000706233.1|ENST00000706266.1|ENST00000426717.6|ENST00000418306.6|ENST00000706243.1|ENST00000404783.7|ENST00000706226.1|ENST00000706267.1|ENST00000527466.2|ENST00000330014.11|ENST00000527088.2|ENST00000524982.5|ENST00000532653.5|ENST00000398304.5	ENSE00003995162.1	20|16|5|14|21|17	ENSG00000150672.19	-	ENST00000280241.12|ENST00000398309.6|ENST00000376104.7|ENST00000706204.1|ENST00000648622.1|ENST00000650630.1|ENST00000531015.5|ENST00000457267.5|ENST00000420775.6	ENSE00001157190.1|ENSE00001720019.1	16|17|22|15|1|5	ENSG00000150672.19	ENSG00000150672.19	FALSE	novel_combo
chr11	85285365	85354785	69421	-	DLG2	ENSG00000150672.19	ENSG00000150672.19:t:85285220-85285365	0.1457	0.9043	0.0001955	0.0144	0.1697	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1	ENSG00000150672.19:t:85285220-85285365_85285365-85354785	NA	NA	chr11:85285365-85354785	69420	-	ENST00000706233.1|ENST00000376104.7|ENST00000650630.1|ENST00000706226.1|ENST00000706006.1|ENST00000705960.1|ENST00000706007.1|ENST00000706205.1	ENSE00003995158.1|ENSE00003994411.1|ENSE00003994504.1	3|4|6	ENSG00000150672.19						ENSG00000150672.19	FALSE	novel_donor
chr10	127381368	127381953	586	+	DOCK1	ENSG00000150760.13	ENSG00000150760.13:s:127381278-127381368	0.5477	1	1.605e-20	0.0076	0.5592	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000150760.13:s:127381278-127381368_127381368-127381953	NA	NA	chr10:127381368-127381953	585	+	ENST00000280333.9|ENST00000623213.2	ENSE00000996163.1	37	ENSG00000150760.13						ENSG00000150760.13	FALSE	novel_acceptor
chr10	127382041	127384790	2750	+	DOCK1	ENSG00000150760.13	ENSG00000150760.13:t:127384790-127384909	0.5404	1	6.029e-16	0.0023	0.5664	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000150760.13:t:127384790-127384909_127382041-127384790	NA	NA	chr10:127382041-127384790	2749						+	ENST00000280333.9|ENST00000623213.2	ENSE00000996186.1	38	ENSG00000150760.13	ENSG00000150760.13	FALSE	novel_donor
chr4	128874466	128876507	2042	-	SCLT1	ENSG00000151466.12	ENSG00000151466.12:t:128874415-128874466	0.1023	0.5126	0.06557	0.0134	0.1427	t|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000151466.12:t:128874415-128874466_128874466-128876507	NA	NA	chr4:128874466-128876507	2041	-	ENST00000503565.5|ENST00000651532.1	ENSE00002043417.1	5|20	ENSG00000151466.12	-	ENST00000503565.5	ENSE00002060559.1	4	ENSG00000151466.12	ENSG00000151466.12	TRUE	annotated
chr18	45901167	45902018	852	-	EPG5	ENSG00000152223.16	ENSG00000152223.16:t:45900996-45901167	0.1438	0.7362	0.02197	0.0378	0.2073	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000152223.16:t:45900996-45901167_45901167-45902018	NA	NA	chr18:45901167-45902018	851	-	ENST00000696483.1|ENST00000696484.1|ENST00000587884.2|ENST00000590884.6|ENST00000592272.6|ENST00000282041.11|ENST00000586655.2|ENST00000696489.1|ENST00000696485.1|ENST00000696482.1|ENST00000696490.1|ENST00000585906.5	ENSE00003967514.1|ENSE00003967256.1	26|27|11|25|10	ENSG00000152223.16	-	ENST00000586655.2	ENSE00003967270.1	10	ENSG00000152223.16	ENSG00000152223.16	TRUE	annotated
chr1	228367946	228368722	777	+	OBSCN	ENSG00000154358.23	ENSG00000154358.23:s:228367886-228367946	0.1176	0.62	0.04287	0.0373	0.1757	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000154358.23:s:228367886-228367946_228367946-228368722	NA	NA	chr1:228367946-228368722	776	+	ENST00000570156.7|ENST00000680850.1|ENST00000422127.5|ENST00000662438.1|ENST00000636476.2	ENSE00001442358.1	98|87|92|86	ENSG00000154358.23	+	ENST00000570156.7|ENST00000680850.1|ENST00000422127.5|ENST00000662438.1|ENST00000636476.2	ENSE00001442356.1	100|89|94|88	ENSG00000154358.23	ENSG00000154358.23	FALSE	novel_exon_skip
chr5	154859873	154863207	3335	+	CNOT8	ENSG00000155508.14	ENSG00000155508.14:t:154863207-154863395	0.1062	0.551	0.04731	0.0047	0.13	t|1e1.1o5|1e1.2o5|1e1.3o5|1e1.4o5|1e1.5o5|1e2.1o1|1e3.1o2|1e3.2o2|2e1.4o5|i	10	4	0	ENSG00000155508.14:t:154863207-154863395_154859873-154863207	NA	NA	chr5:154859873-154863207	3334	+	ENST00000519430.5	ENSE00002138397.1	2	ENSG00000155508.14	+	ENST00000521174.5|ENST00000517876.5|ENST00000520472.5|ENST00000519211.5|ENST00000522458.5|ENST00000403027.6|ENST00000517568.5|ENST00000519430.5|ENST00000285896.11|ENST00000518028.5|ENST00000519404.5|ENST00000521729.5|ENST00000518775.5|ENST00000522644.5|ENST00000521402.1	ENSE00002509532.1|ENSE00003616901.1|ENSE00003477611.1	3|2	ENSG00000155508.14	ENSG00000155508.14	TRUE	annotated
chr5	123514548	123545417	30870	+	CSNK1G3	ENSG00000151292.19	ENSG00000151292.19:t:123545415-123545956	0.1281	0.677	0.03368	0.0389	0.1885	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000151292.19:t:123545415-123545956_123514548-123545417	NA	NA	chr5:123514548-123545417	30869						+	ENST00000345990.9|ENST00000696905.1|ENST00000508708.1|ENST00000510842.6	ENSE00001521677.1|ENSE00002026574.1	2|1	ENSG00000151292.19	ENSG00000151292.19	FALSE	novel_donor
